time_sec,joint1,joint2
0.0,0.00024082930149585684,0.5227413867261441
0.1,-0.004759170698504133,0.5225532976467234
0.2,-0.019759170698504105,0.5219890304084611
0.3,-0.04475917069850408,0.5210485850113574
0.4,-0.07941750296942426,0.5197448142491383
0.5,-0.11072080481358579,0.5185672524037988
0.6,-0.13202410665774736,0.5177658687173006
0.7,-0.14332740850190895,0.5173406631896439
0.763033018,-0.14531398920883948,0.5172659323623716
